,id,code,is_true,format_code,errorline
35,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int li(int);
void zhang(int,int,int);
int main()
{
  int a,b,c;
  scanf(""%d  %d  %d"",&a,&b,&c);
  zhang( a, b, c);
  return 0;
 }
int li(int a)
{ 
  if((a%4==0&&a%100!=0)||(a%400==0))
  return 1;
  else
  return 0;
 }
void zhang(int a,int b,int c)
{
  int e,f=0,sum;
  for(e=1;e<=c;e++)
  {
    if((e==1)||(e==3)||(e==5)||(e==7)||(e==8)||(e==10)||(e==12))
    f++;
   }
  if(li(b))
  { sum=(b-2-f)*30+(31*f)+29+c;
   printf(""该天是本年的第%d天"",sum);
  } 
   else
  if(b==3)
  { sum=31+28+c;
   printf(""该天是本年的第%d天"",sum);}
   sum=(b-2-f)*30+(31*f)+29+c;
   printf(""该天是本年的第%d天"",sum);
 }
   ",0.0,"#include<stdio.h>
int func_0(int);
void func_1(int,int,int);
int main()
{
  int varb_0,varb_1,varb_2;
  scanf(""%d  %d  %d"",&varb_0,&varb_1,&varb_2);
  func_1( varb_0, varb_1, varb_2);
  return 0;
 }
int func_0(int varb_0)
{ 
  if((varb_0%4==0&&varb_0%100!=0)||(varb_0%400==0))
  return 1;
  else
  return 0;
 }
void func_1(int varb_0,int varb_1,int varb_2)
{
  int varb_6,varb_7=0,varb_8;
  for(varb_6=1;varb_6<=varb_2;varb_6++)
  {
    if((varb_6==1)||(varb_6==3)||(varb_6==5)||(varb_6==7)||(varb_6==8)||(varb_6==10)||(varb_6==12))
    varb_7++;
   }
  if(func_0(varb_1))
  { varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+29+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
  } 
   else
  if(varb_1==3)
  { varb_8=31+28+varb_2;
   printf(""该天是本年的第%d天"",varb_8);}
   varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+29+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
 }
",26
36,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int li(int);
void zhang(int,int,int);
int main()
{
  int a,b,c;
  scanf(""%d  %d  %d"",&a,&b,&c);
  zhang( a, b, c);
  return 0;
 }
int li(int a)
{ 
  if((a%4==0&&a%100!=0)||(a%400==0))
  return 1;
  else
  return 0;
 }
void zhang(int a,int b,int c)
{
  int e,f=0,sum;
  for(e=1;e<=c;e++)
  {
    if((e==1)||(e==3)||(e==5)||(e==7)||(e==8)||(e==10)||(e==12))
    f++;
   }
  if(li(b))
  { sum=(b-2-f)*30+(31*f)+29+c;
   printf(""该天是本年的第%d天"",sum);
  } 
   else
  if(b==3)
  { sum=31+28+c;
   printf(""该天是本年的第%d天"",sum);}
   sum=(b-2-f)*30+(31*f)+28+c;
   printf(""该天是本年的第%d天"",sum);
 }
   ",0.0,"#include<stdio.h>
int func_0(int);
void func_1(int,int,int);
int main()
{
  int varb_0,varb_1,varb_2;
  scanf(""%d  %d  %d"",&varb_0,&varb_1,&varb_2);
  func_1( varb_0, varb_1, varb_2);
  return 0;
 }
int func_0(int varb_0)
{ 
  if((varb_0%4==0&&varb_0%100!=0)||(varb_0%400==0))
  return 1;
  else
  return 0;
 }
void func_1(int varb_0,int varb_1,int varb_2)
{
  int varb_6,varb_7=0,varb_8;
  for(varb_6=1;varb_6<=varb_2;varb_6++)
  {
    if((varb_6==1)||(varb_6==3)||(varb_6==5)||(varb_6==7)||(varb_6==8)||(varb_6==10)||(varb_6==12))
    varb_7++;
   }
  if(func_0(varb_1))
  { varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+29+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
  } 
   else
  if(varb_1==3)
  { varb_8=31+28+varb_2;
   printf(""该天是本年的第%d天"",varb_8);}
   varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+28+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
 }
",26
37,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int pdrn(int);
int jsrq(int);
int y,m,d,st;
int main()
{
   scanf(""%d %d %d"",&y,&m,&d);
   printf(""该天是本年的第%d天"",jsrq(st));
}
int pdrn(int y)//判断是平年还是闰年
{
    if(y%4==0&&y%100!=0||y%400==0)
      return 1;
    else 
      return 0;       
}
int jsrq(int st)//计算天数
{
   if(pdrn(y)==1)//如果是闰年
    {
      if(m=1)
        st=d;
      else if(m=2)
        st=31+d;
      else if(m=3)
        st=31+29+d;
      else if(m=4)
        st=31+29+31+d;
      else if(m=5)
        st=31+29+31+30+d;
      else if(m=6)
        st=31+29+31+30+31+d;
      else if(m=7)
        st=31+29+31+30+31+30+d;
      else if(m=8)
        st=31+29+31+30+31+30+31+d;
      else if(m=9)
        st=31+29+31+30+31+30+31+31+d;
      else if(m=10)
        st=31+29+31+30+31+30+31+31+30+d;
      else if(m=11)
        st=31+29+31+30+31+30+31+31+30+31+d;
      else if(m=12)
        st=31+29+31+30+31+30+31+31+30+31+30+d;
    }
    else//如果是平年
    {
      if(m=1)
        st=d;
      else if(m=2)
        st=31+d;
      else if(m=3)
        st=31+28+d;
      else if(m=4)
        st=31+28+31+d;
      else if(m=5)
        st=31+28+31+30+d;
      else if(m=6)
        st=31+28+31+30+31+d;
      else if(m=7)
        st=31+28+31+30+31+30+d;
      else if(m=8)
        st=31+28+31+30+31+30+31+d;
      else if(m=9)
        st=31+28+31+30+31+30+31+31+d;
      else if(m=10)
        st=31+28+31+30+31+30+31+31+30+d;
      else if(m=11)
        st=31+28+31+30+31+30+31+31+30+31+d;
      else if(m=12)
        st=31+2831+30+31+30+31+31+30+31+30+d;  
    }
    return st;
}",0.0,"#include<stdio.h>
int func_0(int);
int func_1(int);
int varb_0,varb_1,varb_2,varb_3;
int main()
{
   scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
   printf(""该天是本年的第%d天"",func_1(varb_3));
}
int func_0(int varb_0)
{
    if(varb_0%4==0&&varb_0%100!=0||varb_0%400==0)
      return 1;
    else 
      return 0;       
}
int func_1(int varb_3)
{
   if(func_0(varb_0)==1)
    {
      if(varb_1=1)
        varb_3=varb_2;
      else if(varb_1=2)
        varb_3=31+varb_2;
      else if(varb_1=3)
        varb_3=31+29+varb_2;
      else if(varb_1=4)
        varb_3=31+29+31+varb_2;
      else if(varb_1=5)
        varb_3=31+29+31+30+varb_2;
      else if(varb_1=6)
        varb_3=31+29+31+30+31+varb_2;
      else if(varb_1=7)
        varb_3=31+29+31+30+31+30+varb_2;
      else if(varb_1=8)
        varb_3=31+29+31+30+31+30+31+varb_2;
      else if(varb_1=9)
        varb_3=31+29+31+30+31+30+31+31+varb_2;
      else if(varb_1=10)
        varb_3=31+29+31+30+31+30+31+31+30+varb_2;
      else if(varb_1=11)
        varb_3=31+29+31+30+31+30+31+31+30+31+varb_2;
      else if(varb_1=12)
        varb_3=31+29+31+30+31+30+31+31+30+31+30+varb_2;
    }
    else
    {
      if(varb_1=1)
        varb_3=varb_2;
      else if(varb_1=2)
        varb_3=31+varb_2;
      else if(varb_1=3)
        varb_3=31+28+varb_2;
      else if(varb_1=4)
        varb_3=31+28+31+varb_2;
      else if(varb_1=5)
        varb_3=31+28+31+30+varb_2;
      else if(varb_1=6)
        varb_3=31+28+31+30+31+varb_2;
      else if(varb_1=7)
        varb_3=31+28+31+30+31+30+varb_2;
      else if(varb_1=8)
        varb_3=31+28+31+30+31+30+31+varb_2;
      else if(varb_1=9)
        varb_3=31+28+31+30+31+30+31+31+varb_2;
      else if(varb_1=10)
        varb_3=31+28+31+30+31+30+31+31+30+varb_2;
      else if(varb_1=11)
        varb_3=31+28+31+30+31+30+31+31+30+31+varb_2;
      else if(varb_1=12)
        varb_3=31+2831+30+31+30+31+31+30+31+30+varb_2;  
    }
    return varb_3;
}",21
38,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
#define da 31
#define xiao 30
int main()
{
    int nian,yue,ri,tian,n,i;
    scanf(""%d %d %d"",&nian,&yue,&ri);
    if(nian%4==0&&nian%100!=0||nian%400==0)
    {
        if(yue<7&&yue%2==0)
        {
            i=2;
            i++;
            tian=(yue-1)*31-i+ri;
        }
        else if(yue>8&&yue%2!=0)
        {
            i=0;
            i++;
            tian=182+(yue-7)*31-i+ri;
        }
        else
            tian=182+(yue-7)*31+ri;

    }
    else
    {
        if(yue<7&&yue%2==0)
        {
            i=3;
            i++;
            tian=(yue-1)*31-i+ri;
        }
        else if(yue>8&&yue%2!=0)
        {
            i=0;
            i++;
            tian=181+(yue-7)*31-i+ri;
        }
        else
            tian=181+(yue-6)*31+ri;

	}
    printf(""该天是本年的第%d天"",tian);
    return 0;
}",0.0,"#include<stdio.h>
#define da 31
#define xiao 30
int main()
{
    int varb_0,varb_1,varb_2,varb_3,varb_4,varb_5;
    scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
    if(varb_0%4==0&&varb_0%100!=0||varb_0%400==0)
    {
        if(varb_1<7&&varb_1%2==0)
        {
            varb_5=2;
            varb_5++;
            varb_3=(varb_1-1)*31-varb_5+varb_2;
        }
        else if(varb_1>8&&varb_1%2!=0)
        {
            varb_5=0;
            varb_5++;
            varb_3=182+(varb_1-7)*31-varb_5+varb_2;
        }
        else
            varb_3=182+(varb_1-7)*31+varb_2;
    }
    else
    {
        if(varb_1<7&&varb_1%2==0)
        {
            varb_5=3;
            varb_5++;
            varb_3=(varb_1-1)*31-varb_5+varb_2;
        }
        else if(varb_1>8&&varb_1%2!=0)
        {
            varb_5=0;
            varb_5++;
            varb_3=181+(varb_1-7)*31-varb_5+varb_2;
        }
        else
            varb_3=181+(varb_1-6)*31+varb_2;
	}
    printf(""该天是本年的第%d天"",varb_3);
    return 0;
}",40
39,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int runnian(int a);
int tian(int b);
int main()
{
    int y,m,d,a;
    scanf(""%d %d %d"",&y,&m,&d);
    a=tian(m);
    printf(""该天是本年的第%d天"",a+d);
    return 0;
}
/*判断闰年*/
int runnian(int y)
{
    if((y%4==0&&y%100!=0)||(y%400==0))
    return 1;
    else
    return 0;
}
int tian(int m)
{
    int i,j,y;
    j=runnian(y);
    switch(m-1)
    {
    case 11:i+=30;
    case 10:i+=31;
     case 9:i+=30;
     case 8:i+=31;
     case 7:i+=31;
     case 6:i+=30; 
     case 5:i+=31;
     case 4:i+=30;
     case 3:i+=31;
          case 2:
    {
    if(j==1)
    i+=29;
    else
    i+=28;
    };
    case 1:i+=31;
    default:
    break;
    }
    return i+1; 
}",0.0,"#include<stdio.h>
int func_0(int varb_3);
int func_2(int b);
int main()
{
    int varb_0,varb_1,varb_2,varb_3;
    scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
    varb_3=func_2(varb_1);
    printf(""该天是本年的第%d天"",varb_3+varb_2);
    return 0;
}
int func_0(int varb_0)
{
    if((varb_0%4==0&&varb_0%100!=0)||(varb_0%400==0))
    return 1;
    else
    return 0;
}
int func_2(int varb_1)
{
    int varb_4,varb_5,varb_0;
    varb_5=func_0(varb_0);
    switch(varb_1-1)
    {
    case 11:varb_4+=30;
    case 10:varb_4+=31;
     case 9:varb_4+=30;
     case 8:varb_4+=31;
     case 7:varb_4+=31;
     case 6:varb_4+=30; 
     case 5:varb_4+=31;
     case 4:varb_4+=30;
     case 3:varb_4+=31;
          case 2:
    {
    if(varb_5==1)
    varb_4+=29;
    else
    varb_4+=28;
    };
    case 1:varb_4+=31;
    default:
    break;
    }
    return varb_4+1; 
}",2
40,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int li(int);
void zhang(int,int,int);
int main()
{
  int a,b,c;
  scanf(""%d  %d  %d"",&a,&b,&c);
  zhang( a, b, c);
  return 0;
 }
int li(int a)
{ 
  if((a%4==0&&a%100!=0)||(a%400==0))
  return 1;
  else
  return 0;
 }
void zhang(int a,int b,int c)
{
  int e,f=0,sum;
  for(e=1;e<=c;e++)
  {
    if((e==1)||(e==3)||(e==5)||(e==7)||(e==8)||(e==10)||(e==12))
    f++;
   }
  if(li(b)==1)
  { sum=(b-2-f)*30+(31*f)+28+c;
   printf(""该天是本年的第%d天"",sum);
  } 
   else
  if(b==3)
  { sum=31+28+c;
   printf(""该天是本年的第%d天"",sum);}
   sum=(b-2-f)*30+(31*f)+29+c;
   printf(""该天是本年的第%d天"",sum);
 }
   ",0.0,"#include<stdio.h>
int func_0(int);
void func_1(int,int,int);
int main()
{
  int varb_0,varb_1,varb_2;
  scanf(""%d  %d  %d"",&varb_0,&varb_1,&varb_2);
  func_1( varb_0, varb_1, varb_2);
  return 0;
 }
int func_0(int varb_0)
{ 
  if((varb_0%4==0&&varb_0%100!=0)||(varb_0%400==0))
  return 1;
  else
  return 0;
 }
void func_1(int varb_0,int varb_1,int varb_2)
{
  int varb_6,varb_7=0,varb_8;
  for(varb_6=1;varb_6<=varb_2;varb_6++)
  {
    if((varb_6==1)||(varb_6==3)||(varb_6==5)||(varb_6==7)||(varb_6==8)||(varb_6==10)||(varb_6==12))
    varb_7++;
   }
  if(func_0(varb_1)==1)
  { varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+28+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
  } 
   else
  if(varb_1==3)
  { varb_8=31+28+varb_2;
   printf(""该天是本年的第%d天"",varb_8);}
   varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+29+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
 }
",26
41,2c9f30a56e1ebafc016e40b391581c2b,"#include <stdio.h>

int nyear(int,int,int);
int lyear(int,int,int);
int iyear(int);
int main()
{
  int x,y,z;
   scanf(""%d %d %d"",&x,&y,&z);
    if (iyear(x)==1)
     printf(""该天是本年的第%d天"",nyear(x,y,z));
    else
     printf(""该天是本年的第%d天"",lyear(x,y,z));
}

int iyear(x)
{
  if(x%4==0&&x%100!=0||x%400==0)
  return 0;
  else
  return 1;
}

int nyear(x,y,z)
{
  int s;
  switch(y)
    {
     case 1:
       s=z;
       break;
     case 2:
       s=31+z;
       break;
     case 3:
       s =31+28+z;
       break;
      case 4:
       s=31+31+28+z;
       break;
      case 5:
       s=31+31+28+30+z;
       break;
     case 6:
       s=31+31+28+30+31+z;
       break;
     case 7:
       s=31+31+28+30+31+30+z;
       break;
     case 8:
       s=31+31+28+30+31+30+31+z;
       break;
     case 9:
       s=31+31+28+30+31+30+31+31+z;
       break;
     case 10:
       s=31+31+28+30+31+30+31+31+30+z;
       break;
     case 11:
       s=31+31+28+30+31+30+31+31+30+31+z;
       break;
     case 12:
       s=31+31+28+30+31+30+31+31+30+31+30+z;
       break;       

    }

return s;

}

int lyear(x,y,z)
{
  int s;
  switch(y)
    {
     case 1:
       s=z;
       break;
     case 2:
       s=31+z;
       break;
     case 3:
       s =31+29+z;
       break;
      case 4:
       s=31+31+29+z;
       break;
      case 5:
       s=31+31+29+30+z;
       break;
     case 6:
       s=31+31+29+30+31+z;
       break;
     case 7:
       s=31+31+29+30+31+30+z;
       break;
     case 8:
       s=31+31+29+30+31+30+31+z;
       break;
     case 9:
       s=31+31+29+30+31+30+31+31+z;
       break;
     case 10:
       s=31+31+29+30+31+30+31+31+30+z;
       break;
     case 11:
       s=31+31+29+30+31+30+31+31+30+31+z;
       break;
     case 12:
       s=31+31+29+30+31+30+31+31+30+31+30+z;
       break;       

    }

return s;

}
",0.0,"#include <stdio.h>
int nyear(int,int,int);
int lyear(int,int,int);
int iyear(int);
int main()
{
  int varb_0,varb_1,varb_2;
   scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
    if(iyear(varb_0)==1)
     printf(""该天是本年的第%d天"",nyear(varb_0,varb_1,varb_2));
    else
     printf(""该天是本年的第%d天"",lyear(varb_0,varb_1,varb_2));
}
int iyear(varb_0)
{
  if(varb_0%4==0&&varb_0%100!=0||varb_0%400==0)
  return 0;
  else
  return 1;
}
int nyear(varb_0,varb_1,varb_2)
{
  int varb_3;
  switch(varb_1)
    {
     case 1:
       varb_3=varb_2;
       break;
     case 2:
       varb_3=31+varb_2;
       break;
     case 3:
       varb_3 =31+28+varb_2;
       break;
      case 4:
       varb_3=31+31+28+varb_2;
       break;
      case 5:
       varb_3=31+31+28+30+varb_2;
       break;
     case 6:
       varb_3=31+31+28+30+31+varb_2;
       break;
     case 7:
       varb_3=31+31+28+30+31+30+varb_2;
       break;
     case 8:
       varb_3=31+31+28+30+31+30+31+varb_2;
       break;
     case 9:
       varb_3=31+31+28+30+31+30+31+31+varb_2;
       break;
     case 10:
       varb_3=31+31+28+30+31+30+31+31+30+varb_2;
       break;
     case 11:
       varb_3=31+31+28+30+31+30+31+31+30+31+varb_2;
       break;
     case 12:
       varb_3=31+31+28+30+31+30+31+31+30+31+30+varb_2;
       break;       
    }
return varb_3;
}
int lyear(varb_0,varb_1,varb_2)
{
  int varb_3;
  switch(varb_1)
    {
     case 1:
       varb_3=varb_2;
       break;
     case 2:
       varb_3=31+varb_2;
       break;
     case 3:
       varb_3 =31+29+varb_2;
       break;
      case 4:
       varb_3=31+31+29+varb_2;
       break;
      case 5:
       varb_3=31+31+29+30+varb_2;
       break;
     case 6:
       varb_3=31+31+29+30+31+varb_2;
       break;
     case 7:
       varb_3=31+31+29+30+31+30+varb_2;
       break;
     case 8:
       varb_3=31+31+29+30+31+30+31+varb_2;
       break;
     case 9:
       varb_3=31+31+29+30+31+30+31+31+varb_2;
       break;
     case 10:
       varb_3=31+31+29+30+31+30+31+31+30+varb_2;
       break;
     case 11:
       varb_3=31+31+29+30+31+30+31+31+30+31+varb_2;
       break;
     case 12:
       varb_3=31+31+29+30+31+30+31+31+30+31+30+varb_2;
       break;       
    }
return varb_3;
}
",13
42,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int li(int);
void zhang(int,int,int);
int main()
{
  int a,b,c;
  scanf(""%d  %d  %d"",&a,&b,&c);
  zhang( a, b, c);
  return 0;
 }
int li(int a)
{ 
  if((a%4==0&&a%100!=0)||(a%400==0))
  return 1;
  else
  return 0;
 }
void zhang(int a,int b,int c)
{
  int e,f=0,sum;
  for(e=1;e<=c;e++)
  {
    if((e==1)||(e==3)||(e==5)||(e==7)||(e==8)||(e==10)||(e==12))
    f++;
   }
  if(li(b)==1)
  { sum=(b-1-f)*30+(31*f)+29+c;
   printf(""该天是本年的第%d天"",sum);
  }
   else;
   sum=(b-2-f)*30+(31*f)+28+c;
   printf(""该天是本年的第%d天"",sum);
 }
   ",0.0,"#include<stdio.h>
int func_0(int);
void func_1(int,int,int);
int main()
{
  int varb_0,varb_1,varb_2;
  scanf(""%d  %d  %d"",&varb_0,&varb_1,&varb_2);
  func_1( varb_0, varb_1, varb_2);
  return 0;
 }
int func_0(int varb_0)
{ 
  if((varb_0%4==0&&varb_0%100!=0)||(varb_0%400==0))
  return 1;
  else
  return 0;
 }
void func_1(int varb_0,int varb_1,int varb_2)
{
  int varb_6,varb_7=0,varb_8;
  for(varb_6=1;varb_6<=varb_2;varb_6++)
  {
    if((varb_6==1)||(varb_6==3)||(varb_6==5)||(varb_6==7)||(varb_6==8)||(varb_6==10)||(varb_6==12))
    varb_7++;
   }
  if(func_0(varb_1)==1)
  { varb_8=(varb_1-1-varb_7)*30+(31*varb_7)+29+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
  }
   else;
   varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+28+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
 }
",26
43,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int li(int);
void zhang(int,int,int);
int main()
{
  int a,b,c;
  scanf(""%d  %d  %d"",&a,&b,&c);
  zhang( a, b, c);
  return 0;
 }
int li(int a)
{ 
  if((a%4==0&&a%100!=0)||(a%400==0))
  return 1;
  else
  return 0;
 }
void zhang(int a,int b,int c)
{
  int e,f=0,sum;
  for(e=1;e<=c;e++)
  {
    if((e==1)||(e==3)||(e==5)||(e==7)||(e==8)||(e==10)||(e==12))
    f++;
   }
  if(li(a)==1)
  { sum=(b-2-f)*30+(31*f)+29+c;
   printf(""该天是本年的第%d天"",sum);
  } 
   else
   {
   sum=(b-2-f)*30+(31*f)+28+c;
   }
   printf(""该天是本年的第%d天"",sum);
 }
   ",0.0,"#include<stdio.h>
int func_0(int);
void func_1(int,int,int);
int main()
{
  int varb_0,varb_1,varb_2;
  scanf(""%d  %d  %d"",&varb_0,&varb_1,&varb_2);
  func_1( varb_0, varb_1, varb_2);
  return 0;
 }
int func_0(int varb_0)
{ 
  if((varb_0%4==0&&varb_0%100!=0)||(varb_0%400==0))
  return 1;
  else
  return 0;
 }
void func_1(int varb_0,int varb_1,int varb_2)
{
  int varb_6,varb_7=0,varb_8;
  for(varb_6=1;varb_6<=varb_2;varb_6++)
  {
    if((varb_6==1)||(varb_6==3)||(varb_6==5)||(varb_6==7)||(varb_6==8)||(varb_6==10)||(varb_6==12))
    varb_7++;
   }
  if(func_0(varb_0)==1)
  { varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+29+varb_2;
   printf(""该天是本年的第%d天"",varb_8);
  } 
   else
   {
   varb_8=(varb_1-2-varb_7)*30+(31*varb_7)+28+varb_2;
   }
   printf(""该天是本年的第%d天"",varb_8);
 }
",15
44,2c9f30a56e1ebafc016e40b391581c2b,"#include<stdio.h>
int fact(int year,int mou,int day);
int main()
{
    int year,mou,day,n;
    scanf(""%d %d %d"",&year,&mou,&day);
    printf(""该天是本年的第%d天"",fact(year, mou,day));
}
   int fact(int year,int mou,int day)
{
         if((year % 4 == 0 && year % 100 != 0) || (year % 400 == 0))
         {
               if(mou==1&&day<=31)
               return day;
                if(mou==2&&day<=28)
               return day=31+day;
                if(mou==3&&day<=31)
               return day=59+day;
                if(mou==4&&day<=30)
               return day=89+day;
                if(mou==5&&day<=31)
               return day=120+day;
               if(mou==6&&day<=30)
               return day=152+day;
               if(mou==7&&day<=31)
               return day=183+day;
               if(mou==8&&day<=31)
               return day=214+day;
               if(mou==9&&day<=30)
               return day=244+day;
               if(mou==10&&day<=31)
               return day=275+day;
               if(mou==11&&day<=30)
               return day=305+day;
               if(mou==12&&day<=31)
               return day=336+day;
         }
         else
         {
               if(mou==1&&day<=31)
               return day;
                if(mou==2&&day<=28)
               return day=31+day;
                if(mou==3&&day<=31)
               return day=59+day;
                if(mou==4&&day<=30)
               return day=89+day;
                if(mou==5&&day<=31)
               return day=120+day;
               if(mou==6&&day<=30)
               return day=150+day;
               if(mou==7&&day<=31)
               return day=181+day;
               if(mou==8&&day<=31)
               return day=212+day;
               if(mou==9&&day<=30)
               return day=242+day;
               if(mou==10&&day<=31)
               return day=273+day;
               if(mou==11&&day<=30)
               return day=303+day;
               if(mou==12&&day<=31)
               return day=334+day;
         }
         return day;
}",0.0,"#include<stdio.h>
int func_0(int varb_0,int varb_1,int varb_2);
int main()
{
    int varb_0,varb_1,varb_2,varb_6;
    scanf(""%d %d %d"",&varb_0,&varb_1,&varb_2);
    printf(""该天是本年的第%d天"",func_0(varb_0, varb_1,varb_2));
}
   int func_0(int varb_0,int varb_1,int varb_2)
{
         if((varb_0 % 4 == 0 && varb_0 % 100 != 0) ||(varb_0 % 400 == 0))
         {
               if(varb_1==1&&varb_2<=31)
               return varb_2;
                if(varb_1==2&&varb_2<=28)
               return varb_2=31+varb_2;
                if(varb_1==3&&varb_2<=31)
               return varb_2=59+varb_2;
                if(varb_1==4&&varb_2<=30)
               return varb_2=89+varb_2;
                if(varb_1==5&&varb_2<=31)
               return varb_2=120+varb_2;
               if(varb_1==6&&varb_2<=30)
               return varb_2=152+varb_2;
               if(varb_1==7&&varb_2<=31)
               return varb_2=183+varb_2;
               if(varb_1==8&&varb_2<=31)
               return varb_2=214+varb_2;
               if(varb_1==9&&varb_2<=30)
               return varb_2=244+varb_2;
               if(varb_1==10&&varb_2<=31)
               return varb_2=275+varb_2;
               if(varb_1==11&&varb_2<=30)
               return varb_2=305+varb_2;
               if(varb_1==12&&varb_2<=31)
               return varb_2=336+varb_2;
         }
         else
         {
               if(varb_1==1&&varb_2<=31)
               return varb_2;
                if(varb_1==2&&varb_2<=28)
               return varb_2=31+varb_2;
                if(varb_1==3&&varb_2<=31)
               return varb_2=59+varb_2;
                if(varb_1==4&&varb_2<=30)
               return varb_2=89+varb_2;
                if(varb_1==5&&varb_2<=31)
               return varb_2=120+varb_2;
               if(varb_1==6&&varb_2<=30)
               return varb_2=150+varb_2;
               if(varb_1==7&&varb_2<=31)
               return varb_2=181+varb_2;
               if(varb_1==8&&varb_2<=31)
               return varb_2=212+varb_2;
               if(varb_1==9&&varb_2<=30)
               return varb_2=242+varb_2;
               if(varb_1==10&&varb_2<=31)
               return varb_2=273+varb_2;
               if(varb_1==11&&varb_2<=30)
               return varb_2=303+varb_2;
               if(varb_1==12&&varb_2<=31)
               return varb_2=334+varb_2;
         }
         return varb_2;
}",18
